100,
110,12:01:16
109,12:02:12
114,12:03:13
102,12:04:11
117,12:05:12
123,12:06:17
113,12:07:12
121,12:08:13
120,12:09:10
125,12:10:11
112,12:11:12
108,12:12:16
106,12:13:19
127,12:14:11
116,12:15:20
122,12:16:16
115,12:17:11
104,12:18:20
224,12:01:12
211,12:02:17
215,12:03:17
205,12:04:17
212,12:05:14
213,12:06:15
220,12:07:15
216,12:08:15
210,12:09:10
222,12:10:12
204,12:11:10
208,12:12:17
203,12:13:15
206,12:14:15
218,12:15:13
321,12:01:13
314,12:02:11
302,12:03:12
304,12:04:19
301,12:05:18
322,12:06:11
317,12:07:10
328,12:08:20
310,12:09:17
324,12:10:16
307,12:11:15
323,12:12:15
305,12:13:15
327,12:14:10
325,12:15:15
318,12:16:17
332,12:17:15
308,12:18:14
312,12:19:12
429,12:01:13
409,12:02:14
416,12:03:11
431,12:04:10
419,12:05:16
412,12:06:14
428,12:07:13
413,12:08:18
405,12:09:16
427,12:10:19
421,12:11:14
417,12:12:14
407,12:13:11
505,12:19:12
507,12:20:12
519,12:21:17
511,12:22:16
524,12:23:13
526,12:24:17
518,12:25:14
501,12:26:17
503,12:27:16
626,12:16:18
617,12:17:19
621,12:18:15
601,12:19:10
623,12:20:13
625,12:21:17
609,12:22:16
619,12:23:12
602,12:24:16
614,12:25:17
607,12:26:19
726,12:20:13
713,12:21:15
719,12:22:13
715,12:23:10
716,12:24:14
730,12:25:15
729,12:26:12
720,12:27:10
703,12:28:15
731,12:29:12
706,12:30:18
711,12:31:10
709,12:32:18
804,12:14:20
823,12:15:15
825,12:16:14
814,12:17:20
818,12:18:13
824,12:19:11
815,12:20:15
810,12:21:13
811,12:22:20
806,12:23:17
820,12:24:18
803,12:25:11
826,12:26:13
801,12:27:20
822,12:28:11
802,12:29:19
830,12:30:10
808,12:31:10
