900,
505,12:22:02
527,12:22:56
517,12:23:53
520,12:24:57
513,12:26:02
522,12:26:56
514,12:28:02
518,12:29:01
523,12:30:59
108,12:04:59
124,12:04:49
107,12:05:57
102,12:06:57
121,12:07:59
103,12:09:14
115,12:10:21
110,12:11:14
101,12:12:14
106,12:12:59
112,12:14:02
116,12:14:59
104,12:16:12
109,12:15:59
111,12:17:57
126,12:19:21
119,12:20:02
125,12:21:01
626,12:18:03
615,12:20:14
619,12:22:20
621,12:22:04
625,12:23:13
618,12:24:14
616,12:25:02
622,12:26:12
612,12:27:20
603,12:28:14
602,12:29:21
213,12:04:02
210,12:05:06
220,12:06:06
208,12:07:11
204,12:08:12
211,12:09:11
206,12:10:02
217,12:10:59
224,12:12:11
214,12:13:08
209,12:14:13
205,12:15:14
201,12:16:12
223,12:17:13
207,12:18:11
712,12:23:05
732,12:24:12
710,12:25:14
713,12:26:12
729,12:27:17
702,12:28:13
701,12:29:12
728,12:30:04
715,12:31:12
720,12:33:10
705,12:33:12
709,12:34:29
719,12:35:23
324,12:04:33
316,12:05:36
304,12:06:12
311,12:07:07
317,12:08:16
306,12:09:21
325,12:10:19
323,12:11:21
330,12:12:22
326,12:12:18
308,12:14:04
331,12:15:15
327,12:16:18
322,12:17:13
321,12:18:12
303,12:19:29
314,12:20:22
318,12:21:25
307,12:23:16
