2000,
127,12:06:00
113,12:06:41
110,12:08:04
120,12:09:07
112,12:10:07
126,12:11:01
109,12:11:53
118,12:12:29
107,12:14:07
102,12:14:40
111,12:16:07
123,12:16:46
106,12:17:32
116,12:18:50
105,12:19:56
117,12:21:06
119,12:22:31
114,12:23:17
202,12:06:00
206,12:07:06
201,12:07:50
223,12:09:27
225,12:10:01
213,12:11:01
215,12:12:11
226,12:13:21
220,12:14:01
210,12:15:02
222,12:15:45
203,12:17:01
221,12:18:03
219,12:18:49
217,12:20:15
515,12:23:59
504,12:25:01
522,12:25:41
508,12:27:03
524,12:27:50
501,12:28:45
503,12:30:06
521,12:30:42
525,12:31:55
608,12:21:00
624,12:22:07
614,12:23:15
618,12:24:30
611,12:24:59
616,12:25:33
607,12:26:49
612,12:28:00
609,12:28:49
604,12:29:51
605,12:30:47
