200,
118,12:01:24
104,12:02:28
105,12:03:32
106,12:04:31
103,12:05:25
127,12:06:36
107,12:07:27
121,12:08:33
125,12:09:29
115,12:10:29
124,12:11:30
102,12:12:27
117,12:13:31
113,12:14:31
122,12:15:28
110,12:16:27
126,12:17:30
116,12:18:29
217,12:01:22
202,12:02:39
214,12:03:30
201,12:04:32
210,12:05:23
224,12:06:32
211,12:07:30
221,12:08:32
208,12:09:35
206,12:10:26
216,12:11:22
225,12:12:30
212,12:13:25
204,12:14:31
223,12:15:30
329,12:01:32
325,12:02:25
308,12:03:33
317,12:04:35
318,12:05:25
324,12:06:31
304,12:07:22
321,12:08:28
309,12:09:31
311,12:10:34
316,12:11:34
312,12:12:30
320,12:13:25
322,12:14:34
303,12:15:31
310,12:16:30
315,12:17:24
306,12:18:32
332,12:19:28
402,12:01:21
402,12:02:43
412,12:02:35
412,12:03:52
404,12:03:23
404,12:04:26
406,12:04:38
406,12:06:05
411,12:05:29
411,12:06:48
407,12:06:22
407,12:07:32
401,12:07:35
401,12:08:54
413,12:08:29
413,12:09:45
409,12:09:38
409,12:10:52
405,12:10:25
405,12:11:42
403,12:11:33
403,12:12:55
408,12:12:27
408,12:13:29
410,12:13:33
410,12:14:56
520,12:19:34
511,12:20:22
519,12:21:31
514,12:22:24
512,12:23:36
501,12:24:35
508,12:25:28
509,12:26:26
523,12:27:37
603,12:16:34
609,12:17:33
605,12:18:27
613,12:19:27
626,12:20:31
620,12:21:27
607,12:22:28
615,12:23:22
618,12:24:31
619,12:25:34
622,12:26:29
728,12:20:29
723,12:21:34
726,12:22:37
714,12:23:29
730,12:24:32
713,12:25:28
701,12:26:29
705,12:27:31
727,12:28:35
702,12:29:32
719,12:30:35
707,12:31:31
731,12:32:29
805,12:01:32
805,12:02:46
803,12:02:35
803,12:03:54
813,12:03:27
813,12:04:39
802,12:04:27
802,12:05:34
809,12:05:35
809,12:06:46
807,12:06:27
807,12:07:35
811,12:07:31
811,12:08:48
801,12:08:30
801,12:09:52
804,12:09:24
804,12:10:43
815,12:10:33
815,12:11:46
818,12:11:35
818,12:12:52
806,12:12:25
806,12:13:44
812,12:13:36
812,12:14:57
816,12:14:24
816,12:15:37
808,12:15:27
808,12:16:46
814,12:16:33
814,12:17:51
810,12:17:32
810,12:18:49
817,12:18:31
817,12:19:49
