100,
Ж0304,,,,,,
505,12:19:12
527,12:20:08
517,12:21:07
520,12:22:09
513,12:23:15
522,12:24:10
514,12:25:11
518,12:26:15
523,12:27:12
М0304,,,,,,
108,12:01:11
124,12:02:09
107,12:03:08
102,12:04:10
121,12:05:15
103,12:06:16
115,12:07:20
110,12:08:17
101,12:09:10
106,12:10:12
112,12:11:09
116,12:12:08
104,12:13:25
109,12:14:15
111,12:15:14
126,12:16:16
119,12:17:18
125,12:18:11
Ж0506,,,,,,
626,12:16:11
615,12:17:14
619,12:18:20
621,12:19:13
625,12:20:10
618,12:21:26
616,12:22:16
622,12:23:25
612,12:24:15
603,12:25:12
602,12:26:14
М0506,,,,,,
213,12:01:13
210,12:02:17
220,12:03:16
208,12:04:14
204,12:05:20
211,12:06:11
206,12:07:29
217,12:08:09
224,12:09:12
214,12:10:23
209,12:11:12
205,12:12:15
201,12:13:14
223,12:14:23
207,12:15:18
Ж0709,,,,,,
712,12:20:18
732,12:21:19
710,12:22:25
713,12:23:23
729,12:24:27
702,12:25:22
701,12:26:18
728,12:27:17
715,12:28:19
720,12:29:15
705,12:30:20
709,12:31:21
719,12:32:19
М0709,,,,,,
324,12:01:15
316,12:02:20
304,12:03:17
311,12:04:19
317,12:05:18
306,12:06:17
325,12:07:17
323,12:08:19
330,12:09:22
326,12:10:20
308,12:11:32
331,12:12:16
327,12:13:17
322,12:14:18
321,12:15:22
303,12:16:12
314,12:17:14
318,12:18:23
307,12:19:27
Ж1012,,,,,,
823,12:15:27
820,12:16:24
809,12:17:30
821,12:18:28
815,12:19:23
801,12:20:22
828,12:21:29
826,12:22:30
802,12:23:26
803,12:24:26
811,12:25:26
824,12:26:29
810,12:27:24
829,12:28:20
814,12:29:23
807,12:30:27
822,12:31:28
М1012,,,,,,
404,12:01:35
430,12:02:30
408,12:03:27
427,12:04:33
416,12:05:17
405,12:06:22
419,12:07:24
418,12:08:22
417,12:09:29
412,12:10:33
413,12:11:27
406,КОРОБКИНА,МИЛАНА,2012,ШКОЛА №3,,12:12:35
425,12:13:33
431,12:14:29
