1600,
127,12:04:54
113,12:05:41
110,12:07:12
120,12:08:15
112,12:09:12
126,12:09:57
109,12:11:02
118,12:11:28
107,12:13:08
102,12:13:44
111,12:15:08
123,12:15:48
106,12:16:35
116,12:17:57
105,12:18:48
117,12:20:03
119,12:21:21
114,12:22:08
202,12:05:05
206,12:06:04
201,12:06:39
223,12:08:23
225,12:09:12
213,12:09:54
215,12:11:05
226,12:12:12
220,12:12:55
210,12:13:58
222,12:14:53
203,12:16:00
221,12:17:13
219,12:17:46
217,12:19:05
515,12:23:05
504,12:24:03
522,12:24:47
508,12:25:58
524,12:26:48
501,12:27:46
503,12:28:58
521,12:29:41
525,12:30:57
608,12:19:55
624,12:20:58
614,12:22:08
618,12:23:24
611,12:24:01
616,12:24:44
607,12:25:56
612,12:26:48
609,12:27:57
604,12:29:03
605,12:29:50
