1300,
127,12:04:12
113,12:05:08
110,12:06:26
120,12:07:34
112,12:08:27
126,12:09:00
109,12:10:16
118,12:10:48
107,12:12:22
102,12:13:13
111,12:14:23
123,12:15:10
106,12:15:47
116,12:17:01
105,12:18:10
117,12:19:11
119,12:20:28
114,12:21:29
202,12:04:26
206,12:05:16
201,12:06:05
223,12:07:25
225,12:08:24
213,12:09:02
215,12:10:16
226,12:11:18
220,12:12:08
210,12:13:12
222,12:14:09
203,12:15:15
221,12:16:23
219,12:17:08
217,12:18:19
515,12:22:13
504,12:23:17
522,12:24:11
508,12:25:16
524,12:26:11
501,12:27:05
503,12:28:10
521,12:28:59
525,12:30:17
608,12:19:19
624,12:20:22
614,12:21:25
618,12:22:35
611,12:23:08
616,12:23:55
607,12:25:03
612,12:26:03
609,12:27:21
604,12:28:11
605,12:29:05
