1200,
127,12:03:55
113,12:04:54
110,12:06:07
120,12:07:15
112,12:08:07
126,12:08:43
109,12:09:57
118,12:10:38
107,12:12:07
102,12:12:55
111,12:14:03
123,12:14:52
106,12:15:36
116,12:16:47
105,12:17:58
117,12:18:57
119,12:20:18
114,12:21:13
202,12:04:06
206,12:04:59
201,12:05:49
223,12:07:09
225,12:08:05
213,12:08:49
215,12:09:57
226,12:10:59
220,12:11:53
210,12:12:56
222,12:13:55
203,12:14:56
221,12:16:12
219,12:16:57
217,12:18:05
515,12:22:00
504,12:22:57
522,12:24:00
508,12:25:02
524,12:25:56
501,12:26:45
503,12:27:50
521,12:28:46
525,12:29:57
608,12:19:08
624,12:20:02
614,12:21:11
618,12:22:15
611,12:22:52
616,12:23:43
607,12:24:53
612,12:25:52
609,12:27:07
604,12:27:51
605,12:28:53
