1000,
110,12:03:45
109,12:04:47
114,12:05:24
102,12:06:17
117,12:07:34
123,12:08:38
113,12:09:53
121,12:10:54
120,12:11:42
125,12:12:36
112,12:13:24
108,12:14:10
106,12:15:43
127,12:16:37
116,12:17:30
122,12:18:28
115,12:19:29
104,12:20:48
224,12:03:29
211,12:04:27
215,12:05:51
205,12:06:47
212,12:07:29
213,12:08:38
220,12:09:16
216,12:10:26
210,12:11:09
222,12:12:39
204,12:13:33
208,12:14:30
203,12:15:21
206,12:16:31
218,12:17:29
321,12:03:37
314,12:04:29
302,12:05:18
304,12:06:27
301,12:07:16
322,12:08:37
317,12:09:39
328,12:10:23
310,12:11:31
324,12:12:23
307,12:13:27
323,12:14:47
305,12:15:23
327,12:16:33
325,12:17:38
318,12:18:41
332,12:19:44
308,12:20:45
312,12:21:27
505,12:21:29
507,12:22:24
519,12:23:27
511,12:24:20
524,12:25:38
526,12:26:40
518,12:27:26
501,12:28:43
503,12:29:21
626,12:18:19
617,12:19:31
621,12:20:12
601,12:21:15
623,12:22:43
625,12:23:29
609,12:24:30
619,12:25:20
602,12:26:41
614,12:27:33
607,12:28:40
726,12:22:19
713,12:23:31
719,12:24:32
715,12:25:25
716,12:26:47
730,12:27:43
729,12:28:24
720,12:29:35
703,12:30:32
731,12:31:16
706,12:32:26
711,12:33:45
709,12:34:24
